urun_adi,Fiyat_str,gelis_fiyati_usd,baski_kapasitesi,stok,kendi_depomuz,stok_kodu,yazici_uyumluluk_listesi
LEXMARK X340 (X340A11G) (2.5K),10.39 USD 413.61 TL,10.39,2500,8,0,15248,"LEXMARK X340A11G, X340A21G: X340, X342"
LEXMARK X463 (X463H11G) (9K),15.26 USD 607.47 TL,15.26,9000,10,1,11572,"LEXMARK X463H11G, X463H21G: X463, X464, X466"
OKI B401 (44992404) Yüksek Kapasite (2.5K),3.11 USD 123.80 TL,3.11,2500,100,3,15099,"OKI 44992404: B401, MB441, MB451"
OKI B401&B411 Drum Unit (44574307&44574302) (25K),17.30 USD 688.68 TL,17.30,25000,50,10,11574,"OKI 44574307: B401, MB441, MB451; OKI 44574302: B411, B412, B431, B432, B512, MB461, MB471, MB472, MB491, MB492, MB562"
OKI B410 (43979107) (3.5K),2.72 USD 108.28 TL,2.72,3500,30,1,15296,"OKI 43979107: B410, B420, B430, B440, MB460, MB470, MB480"
OKI B4100 (01103409) (2.5K),6.00 USD 238.85 TL,6.00,2500,30,0,15108,"OKI 01103409: B4100, B4200, B4300, B4350"
OKI B412 (45807119) (3K),3.48 USD 138.53 TL,3.48,3000,100,2,11512,"OKI 45807119: B412, B432, B512, MB472, MB492, MB562"
OKI B412 (45807120) Yüksek Kapasite (7K),4.11 USD 163.61 TL,4.11,7000,100,10,11513,"OKI 45807120: B412, B432, B512, MB472, MB492, MB562"
OKI B412 (45807121) Extra Yüksek Kapasite (12K),6.22 USD 247.61 TL,6.22,12000,100,1,16321,"OKI 45807121: B412, B432, B512, MB472, MB492, MB562"
OKI B4300 (01101213) Yüksek Kapasite (6K),6.00 USD 238.85 TL,6.00,6000,4,0,11327,"OKI 01101213: B4300, B4350"
OKI B431 (44574705) (3K),4.60 USD 183.12 TL,4.60,3000,100,2,11466,"OKI 44574705: B411, B431, MB461, MB471, MB491"
OKI B431 (44574805) Yüksek Kapasite (7K),4.79 USD 190.68 TL,4.79,7000,100,0,17129,"OKI 44574805: B431, MB461, MB471, MB491"
OKI B431 (44917608) Extra Yüksek Kapasite (12K),6.36 USD 253.18 TL,6.36,12000,100,1,11547,"OKI 44917608: B431, MB461, MB471, MB491"
OKI B4400 (43502306) (3K),4.43 USD 176.35 TL,4.43,3000,50,0,15255,"OKI 43502306: B4400, B4600"
OKI B721 (45488802) (18K),"74.67 USD 2,972.47 TL",74.67,18000,30,0,15093,"OKI 45488802: B721, B731, MB731, MB760, MB770"
OKI C301 Black (44973544) (2.2K),4.98 USD 198.24 TL,4.98,2200,20,3,11480,"OKI 44973544: C301, C321, MC332, MC342"
OKI C301 Cyan (44973543) (1.5K),4.04 USD 160.82 TL,04.04,1500,30,2,11481,"OKI 44973543: C301, C321, MC332, MC342"
OKI C301 Magenta (44973542) (1.5K),4.04 USD 160.82 TL,04.04,1500,30,2,11482,"OKI 44973542: C301, C321, MC332, MC342"
OKI C301 Yellow (44973541) (1.5K),4.04 USD 160.82 TL,04.04,1500,30,2,11483,"OKI 44973541: C301, C321, MC332, MC342"
"OKI C301, C310 (44494202) Drum Unit (20K)","99.56 USD 3,963.29 TL",99.56,20000,7,0,13162,"OKI 44494202: C301, C310, C321, C330, C331, C332, C510, C511, C530, C531, MC332, MC342, MC351, MC352, MC361, MC362, MC363, MC561, MC562"
OKI C310 Black (44469809) (3.5K),5.85 USD 232.88 TL,5.85,3500,20,0,11496,"OKI 44469809: C310, C330, C331, C510, C511, C530, C531, MC351, MC352, MC361, MC362, MC561, MC562"
OKI C310 Cyan (44469716) (2K),4.04 USD 160.82 TL,04.04,2000,40,2,11497,"OKI 44469716: C310, C330, C331, C510, C511, C530, C531, MC351, MC352, MC361, MC362, MC561, MC562"
OKI C310 Magenta (44469715) (2K),4.04 USD 160.82 TL,04.04,2000,30,1,11498,"OKI 44469715: C310, C330, C331, C510, C511, C530, C531, MC351, MC352, MC361, MC362, MC561, MC562"
OKI C310 Yellow (44469714) (2K),4.04 USD 160.82 TL,04.04,2000,30,2,11499,"OKI 44469714: C310, C330, C331, C510, C511, C530, C531, MC351, MC352, MC361, MC362, MC561, MC562"
OKI C3100 Cyan (42804576) (3K),19.95 USD 794.17 TL,19.95,3000,8,0,15207,"OKI 42804576: C3100; OKI 42804580: C3200; OKI 42127490: C5100, C5150, C5200, C5300, C5400, C5510"
OKI C3100 Magenta (42804575) (3K),19.95 USD 794.17 TL,19.95,3000,6,0,15208,"OKI 42804575: C3100; OKI 42804579: C3200; OKI 42127489: C5100, C5150, C5200, C5300, C5400, C5510"
OKI C3100 Yellow(42804574) (3K),19.95 USD 794.17 TL,19.95,3000,7,0,15209,"OKI 42804574: C3100; OKI 42804578: C3200; OKI 42127488: C5100, C5150, C5200, C5300, C5400, C5510"
OKI C3300 Black (43459348) Yüksek Kapasite (2.5K),8.25 USD 328.42 TL,8.25,2500,8,0,15265,"OKI 43459348: C3300, C3400, C3450, C3600"
OKI C3300 Cyan (43459347) Yüksek Kapasite (2.5K),8.25 USD 328.42 TL,8.25,2500,7,0,15266,"OKI 43459347: C3300, C3400, C3450, C3600"
OKI C3300 Yellow (43459345) Yüksek Kapasite (2.5K),8.25 USD 328.42 TL,8.25,2500,5,0,15268,"OKI 43459345: C3300, C3400, C3450, C3600"
OKI C332 & MC363 Black (46508736) (3.5K),5.79 USD 230.49 TL,5.79,3500,100,5,11488,"OKI 46508736: C332, MC363"
OKI C332 & MC363 Cyan (46508735) (3K),4.83 USD 192.27 TL,4.83,3000,100,4,11489,"OKI 46508735: C332, MC363"
OKI C332 & MC363 Magenta (46508734) (3K),4.83 USD 192.27 TL,4.83,3000,100,4,11490,"OKI 46508734: C332, MC363"
OKI C332 & MC363 Yellow (46508733) (3K),4.83 USD 192.27 TL,4.83,3000,100,4,11491,"OKI 46508733: C332, MC363"
OKI C532 Black (46490632) (7K),8.62 USD 343.15 TL,8.62,7000,20,2,11500,"OKI 46490632: C532, C542, MC563, MC573"
OKI C532 Cyan (46490631) (6K),8.62 USD 343.15 TL,8.62,6000,8,1,11501,"OKI 46490631: C532, C542, MC563, MC573"
OKI C532 Magenta (46490630) (6K),8.62 USD 343.15 TL,8.62,6000,3,1,11502,"OKI 46490630: C532, C542, MC563, MC573"
OKI C532 Yellow (46490629) (6K),8.62 USD 343.15 TL,8.62,6000,1,1,11503,"OKI 46490629: C532, C542, MC563, MC573"
OKI C5600 Black (43324440) (6K),19.50 USD 776.26 TL,19.50,6000,9,0,11301,"OKI 43324440: C5600, C5700"
OKI C5600 Cyan (43381923) (2K),17.25 USD 686.69 TL,17.25,2000,3,0,11302,"OKI 43381923: C5600, C5700"
OKI C5600 Yellow (43381921) (2K),17.25 USD 686.69 TL,17.25,2000,10,0,11304,"OKI 43381921: C5600, C5700"
OKI C5650 Black (43865740) (8K),12.75 USD 507.55 TL,12.75,8000,9,0,11305,"OKI 43865740: C5650, C5750"
OKI C5650 Cyan (43872323) (2K),12.75 USD 507.55 TL,12.75,2000,10,0,11306,"OKI 43872323: C5650, C5750"
OKI C5650 Magenta (43872322) (2K),12.75 USD 507.55 TL,12.75,2000,10,0,11307,"OKI 43872322: C5650, C5750"
OKI C5650 Yellow (43872321) (2K),12.75 USD 507.55 TL,12.75,2000,10,0,11308,"OKI 43872321: C5650, C5750"
OKI C5800 Black (43324444) (6K),24.30 USD 967.34 TL,24.30,6000,10,0,11313,"OKI 43324444: C5800, C5900, C5550MFP"
OKI C5800 Magenta (43324442) (5K),24.30 USD 967.34 TL,24.30,5000,6,0,11315,"OKI 43324442: C5800, C5900, C5550MFP"
OKI C5800 Yellow (43324441) (5K),24.30 USD 967.34 TL,24.30,5000,9,0,11316,"OKI 43324441: C5800, C5900, C5550MFP"
OKI C5850 Black (43865744) (8K),16.50 USD 656.83 TL,16.50,8000,3,0,11309,"OKI 43865744: C5850, C5950, MC560"
OKI C612 Black (46507520) (8K),"26.75 USD 1,064.87 TL",26.75,8000,5,0,11772,OKI 46507628: C612
OKI C612 Cyan (46507519) (6K),"26.75 USD 1,064.87 TL",26.75,6000,5,0,11773,OKI 46507627: C612
OKI C612 Magenta (46507518) (6K),"26.75 USD 1,064.87 TL",26.75,6000,3,0,11774,OKI 46507626: C612
OKI C612 Yellow (46507517) (6K),"26.75 USD 1,064.87 TL",26.75,6000,4,0,11775,OKI 46507625: C612
OKI C801 Cyan (44643007) (7.3K),15.00 USD 597.12 TL,15.00,7300,4,0,11626,"OKI 44643007: C801, C821"
OKI C801 Yellow (44643005) (7.3K),15.00 USD 597.12 TL,15.00,7300,2,0,11628,"OKI 44643005: C801, C821"
"OKI C810,C830 Cyan (44059119) (8K)",11.85 USD 471.73 TL,11.85,8000,1,0,12700,"OKI 44059119: C810,C830"
OKI C822 Black (44844628) (7K),18.83 USD 749.59 TL,18.83,7000,100,0,12754,OKI 44844628: C822
"OKI C822 Cyan (44844627) (7,3K)",18.83 USD 749.59 TL,18.83,7300,50,0,12755,OKI 44844627: C822
"OKI C822 Magenta (44844626) (7,3K)",18.83 USD 749.59 TL,18.83,7300,50,0,12756,OKI 44844626: C822
"OKI C822 Yellow (44844625) (7,3K)",18.83 USD 749.59 TL,18.83,7300,50,0,12757,OKI 44844625: C822
OKI C823 Black (46471108) (7K),"33.75 USD 1,343.52 TL",33.75,7000,4,0,14713,"OKI 46471108: C823, C833, C843"
OKI C823 Cyan (46471107) (7K),"33.75 USD 1,343.52 TL",33.75,7000,3,0,14714,"OKI 46471107: C823, C833, C843"
OKI C823 Magenta (46471106) (7K),"33.75 USD 1,343.52 TL",33.75,7000,2,0,14715,"OKI 46471106: C823, C833, C843"
OKI C823 Yellow (46471105) (7K),"33.75 USD 1,343.52 TL",33.75,7000,3,0,14716,"OKI 46471105: C823, C833, C843"
"OKI C831,C841 Black (44844508) (10K)",18.48 USD 735.65 TL,18.48,10000,0,1,12758,"OKI 44844508: C831, C841"
"OKI C831,C841 Cyan (44844507) (10K)",18.48 USD 735.65 TL,18.48,10000,1,0,12759,"OKI 44844507: C831, C841"
"OKI C831,C841 Magenta (44844506) (10K)",18.48 USD 735.65 TL,18.48,10000,1,0,12760,"OKI 44844506: C831, C841"
OKI C8600 Black (43487724) (6K),15.00 USD 597.12 TL,15.00,6000,20,0,11484,"OKI 43487724: C8600, C8800"
OKI C8600 Cyan (43487723) (6K),15.00 USD 597.12 TL,15.00,6000,2,0,11485,"OKI 43487723: C8600, C8800"
OKI C8600 Yellow (43487721) (6K),15.00 USD 597.12 TL,15.00,6000,2,0,11487,"OKI 43487721: C8600, C8800"
OKI ES4131 (45807116) (12K),12.50 USD 497.60 TL,12.50,12000,40,1,11754,"OKI 45807116: ES4131, ES4132, ES4161, ES4191, ES4192, ES5112, ES5162"
OKI ES7470 Black (45396216) (15K),"37.50 USD 1,492.80 TL",37.50,15000,9,3,12548,"OKI 45396216: ES7470,ES7480"
OKI ES7470 Cyan (45396215) (11.5K),"37.50 USD 1,492.80 TL",37.50,11500,10,1,12549,"OKI 45396215: ES7470,ES7480"
OKI ES7470 Magenta (45396214) (11.5K),"37.50 USD 1,492.80 TL",37.50,11500,10,0,12550,"OKI 45396214: ES7470,ES7480"
OKI ES7470 Yellow (45396213) (11.5K),"37.50 USD 1,492.80 TL",37.50,11500,20,0,12551,"OKI 45396213: ES7470,ES7480"
OKI MC860 Cyan (44059227) (10K),18.38 USD 731.67 TL,18.38,10000,10,0,11769,OKI 44059227: MC860
OKI MC860 Magenta (44059226) (10K),18.38 USD 731.67 TL,18.38,10000,10,0,11770,OKI 44059226: MC860
OKI MC860 Yellow (44059225) (10K),18.38 USD 731.67 TL,18.38,10000,10,0,11771,OKI 44059225: MC860
"Kutusuz SAMSUNG MLT-D101S,D111L Chipsiz Koli Bazinda (1.5K)",Koli İçi Adet /  18 Adet /63.36 USD,63.36,1500,100,0,15160,"SAMSUNG MLT-D101S: ML2160, ML2165, SCX3400, SCX3405, SF760P; SAMSUNG MLT-D111L: M2020, M2021, M2022, M2026, M2070, M2071"
SAMSUNG CLP-300 Black (CLP-K300A) (2K),5.00 USD 199.04 TL,5.00,2000,1,0,15200,"SAMSUNG CLP-K300A: CLP300, CLX2160, CLX3160"
SAMSUNG CLP-300 Cyan (CLP-C300A) (1K),5.42 USD 215.76 TL,5.42,1000,8,0,15201,"SAMSUNG CLP-C300A: CLP300, CLX2160, CLX3160"
SAMSUNG CLP-300 Magenta (CLP-M300A) (1K),5.42 USD 215.76 TL,5.42,1000,20,0,15202,"SAMSUNG CLP-M300A: CLP300, CLX2160, CLX3160"
SAMSUNG CLP-300 Yellow (CLP-Y300A) (1K),5.42 USD 215.76 TL,5.42,1000,2,0,15203,"SAMSUNG CLP-Y300A: CLP300, CLX2160, CLX3160"
SAMSUNG CLP-360 Drum Unit (CLT-R406) (16K),18.67 USD 743.22 TL,18.67,16000,10,1,11556,"SAMSUNG CLT-R406: CLP360, CLP 365, CLP368, CLX3300, CLX3305, C410, C430, C460, C480"
SAMSUNG CLP-365 Black (CLT-K406S) (1.5K),6.16 USD 245.22 TL,6.16,1500,40,3,15101,"SAMSUNG CLT-K406S: CLP360, CLP365, CLP368, CLX3300, CLX3305, C410, C460"
SAMSUNG CLP-365 Cyan (CLT-C406S) (1K),6.16 USD 245.22 TL,6.16,1000,40,1,15102,"SAMSUNG CLT-C406S: CLP360, CLP365, CLP368, CLX3300, CLX3305, C410, C460"
SAMSUNG CLP-365 Magenta (CLT-M406S) (1K),6.16 USD 245.22 TL,6.16,1000,30,2,15103,"SAMSUNG CLT-M406S: CLP360, CLP365, CLP368, CLX3300, CLX3305, C410, C460"
SAMSUNG CLP-365 Yellow (CLT-Y406S) (1K),6.16 USD 245.22 TL,6.16,1000,30,2,15104,"SAMSUNG CLT-Y406S: CLP360, CLP365, CLP368, CLX3300, CLX3305, C410, C460"
SAMSUNG CLP-415 Black (CLT-K504S) (2.5K),8.72 USD 347.13 TL,8.72,2500,10,1,15231,"SAMSUNG CLT-K504S: CLP415, CLX4195, C1810, C1860"
SAMSUNG CLP-415 Cyan (CLT-C504S) (1.8K),8.72 USD 347.13 TL,8.72,1800,40,1,15232,"SAMSUNG CLT-C504S: CLP415, CLX4195, C1810, C1860"
SAMSUNG CLP-415 Magenta (CLT-M504S) (1.8K),8.72 USD 347.13 TL,8.72,1800,40,1,15233,"SAMSUNG CLT-M504S: CLP415, CLX4195, C1810, C1860"
SAMSUNG CLP-415 Yellow (CLT-Y504S) (1.8K),8.72 USD 347.13 TL,8.72,1800,40,1,15234,"SAMSUNG CLT-Y504S: CLP415, CLX4195, C1810, C1860"
SAMSUNG CLP-510 Cyan Yüksek Kapasite (5K),"30.38 USD 1,209.37 TL",30.38,5000,6,0,15257,"SAMSUNG CLP-510D5C: CLP510, CLP515"
SAMSUNG CLP-510 Magenta Yüksek Kapasite (5K),"30.38 USD 1,209.37 TL",30.38,5000,4,0,15258,"SAMSUNG CLP-510D5M: CLP510, CLP515"
SAMSUNG CLP-510 Yellow Yüksek Kapasite (5K),"30.38 USD 1,209.37 TL",30.38,5000,7,0,15259,"SAMSUNG CLP-510D5Y: CLP510, CLP515"
SAMSUNG CLP-610 Cyan (5K),18.65 USD 742.42 TL,18.65,5000,2,0,15274,"SAMSUNG CLP-C660B: CLP610, CLP660, CLX6200, CLX6210, CLX6240"
SAMSUNG CLP-680 Black (CLT-K506L) (6K),10.61 USD 422.36 TL,10.61,6000,30,3,11548,"SAMSUNG CLT-K506L: CLP680, CLX6260"
SAMSUNG CLP-680 Cyan (CLT-C506L) (3.5K),10.61 USD 422.36 TL,10.61,3500,20,1,11549,"SAMSUNG CLT-C506L: CLP680, CLX6260"
SAMSUNG CLP-680 Magenta (CLT-M506L) (3.5K),10.61 USD 422.36 TL,10.61,3500,10,2,11550,"SAMSUNG CLT-M506L: CLP680, CLX6260"
SAMSUNG CLP-680 Yellow (CLT-Y506L) (3.5K),10.61 USD 422.36 TL,10.61,3500,20,2,11551,"SAMSUNG CLT-Y506L: CLP680, CLX6260"
SAMSUNG CLT-C407S & CLT-C409S Cyan (1K),5.50 USD 218.94 TL,5.50,1000,20,0,11370,"SAMSUNG CLT-C407S: CLP320, CLP325, CLX3180, CLX3185; SAMSUNG CLT-C409S: CLP310, CLP315, CLX3170, CLX3175"
SAMSUNG CLT-C804S Cyan (15K),"57.00 USD 2,269.06 TL",57.00,15000,4,1,12707,"SAMSUNG CLT-C804S: SL-X3220, SL-K3280"
SAMSUNG CLT-K407S & CLT-K409S Black (1.5K),5.50 USD 218.94 TL,5.50,1500,20,0,11369,"SAMSUNG CLT-K407S: CLP320, CLP325, CLX3180, CLX3185; SAMSUNG CLT-K409S: CLP310, CLP315, CLX3170, CLX3175"
SAMSUNG CLT-K603L Black (15K),"90.00 USD 3,582.73 TL",90.00,15000,1,0,14937,"SAMSUNG CLT-K603L: SL-C3510,SL-C4010,SL-C4060"
SAMSUNG CLT-K804S Black (20K),"52.50 USD 2,089.93 TL",52.50,20000,10,0,12706,"SAMSUNG CLT-K804S: SL-X3220, SL-K3280"
SAMSUNG CLT-M407S & CLT-M409S Magenta (1K),5.50 USD 218.94 TL,5.50,1000,30,0,11371,"SAMSUNG CLT-M407S: CLP320, CLP325, CLX3180, CLX3185; SAMSUNG CLT-M409S: CLP310, CLP315, CLX3170, CLX3175"
SAMSUNG CLT-M603L Magenta (10K),"90.00 USD 3,582.73 TL",90.00,10000,2,0,14939,"SAMSUNG CLT-M603L: SL-C3510,SL-C4010,SL-C4060"
SAMSUNG CLT-M804S Magenta (15K),"57.00 USD 2,269.06 TL",57.00,15000,0,1,12708,"SAMSUNG CLT-M804S: SL-X3220, SL-K3280"
SAMSUNG CLT-Y407S & CLT-Y409S Yellow (1K),5.50 USD 218.94 TL,5.50,1000,20,0,11372,"SAMSUNG CLT-Y407S: CLP320, CLP325, CLX3180, CLX3185; SAMSUNG CLT-Y409S: CLP310, CLP315, CLX3170, CLX3175"
SAMSUNG CLT-Y603L Yellow (10K),"90.00 USD 3,582.73 TL",90.00,10000,2,0,14940,"SAMSUNG CLT-Y603L: SL-C3510,SL-C4010,SL-C4060"
SAMSUNG CLT-Y804S Yellow (15K),"57.00 USD 2,269.06 TL",57.00,15000,3,1,12709,"SAMSUNG CLT-Y804S: SL-X3220, SL-K3280"
SAMSUNG CLX-9201 Black (CLT-K809S) (20K),20.00 USD 796.16 TL,20.00,20000,10,0,11756,"SAMSUNG CLT-K809S: CLX9201, CLX9251, CLX9301"
SAMSUNG CLX-9201 Cyan (CLT-C809S) (15K),20.00 USD 796.16 TL,20.00,15000,20,0,11757,"SAMSUNG CLT-C809S: CLX9201, CLX9251, CLX9301"
SAMSUNG CLX-9201 Magenta (CLT-M809S) (15K),20.00 USD 796.16 TL,20.00,15000,20,0,11758,"SAMSUNG CLT-M809S: CLX9201, CLX9251, CLX9301"
SAMSUNG CLX-9201 Yellow (CLT-Y809S) (15K),20.00 USD 796.16 TL,20.00,15000,20,0,11759,"SAMSUNG CLT-Y809S: CLX9201, CLX9251, CLX9301"
SAMSUNG ML-2250D5 (5K),11.24 USD 447.44 TL,11.24,5000,0,1,15159,"SAMSUNG ML-2250D5: ML2250, ML2251, ML2252"
SAMSUNG ML-3050B Yüksek Kapasite (8K),10.22 USD 406.84 TL,10.22,8000,10,1,15126,"SAMSUNG ML-3050B: ML3050, ML3051"
SAMSUNG ML-3560DB Yüksek Kapasite (12K),24.00 USD 955.39 TL,24.00,12000,50,0,15095,"SAMSUNG ML-3560DB: ML3560, ML3561, ML3562"
SAMSUNG ML-D2850B Yüksek Kapasite (5K),9.89 USD 393.70 TL,9.89,5000,100,1,15054,"SAMSUNG ML-D2850B: ML2450, ML2850, ML2851"
SAMSUNG ML-D3470A (4K),9.32 USD 371.01 TL,9.32,4000,100,1,15094,"SAMSUNG ML-3470A: ML3470, ML3471"
SAMSUNG ML-D3470B Yüksek Kapasite (10K),9.31 USD 370.61 TL,9.31,10000,100,0,11323,"SAMSUNG ML-3470B: ML3470, ML3471"
SAMSUNG MLT-D101S (1.5K),4.93 USD 196.25 TL,4.93,1500,100,30,11425,"SAMSUNG MLT-D101S: ML2160, ML2165, SCX3400, SCX3405, SF760P"
"SAMSUNG MLT-D101S,D111L Chipsiz (1.5K)",4.54 USD 180.73 TL,4.54,1500,100,2,11525,"SAMSUNG MLT-D101S: ML2160, ML2165, SCX3400, SCX3405, SF760P; SAMSUNG MLT-D111S: M2020, M2021, M2022, M2026, M2070, M2071"
SAMSUNG MLT-D103L Yüksek Kapasite (2.5K),7.43 USD 295.77 TL,7.43,2500,50,4,11397,"SAMSUNG MLT-D103L: ML2950, ML2951, ML2955, SCX4701, SCX4705, SCX4726, SCX4727, SCX4728, SCX4729"
SAMSUNG MLT-D104S (1.5K),5.16 USD 205.41 TL,5.16,1500,100,20,15007,"SAMSUNG MLT-D104S: ML1660, ML1661, ML1665, ML1666, ML1667, ML1670, ML1675, ML1860, ML1861, ML1864, ML1865, SCX3200, SCX3201, SCX3205, SCX3206, SCX3210, SCX3217, SCX3218"
SAMSUNG MLT-D105L Yüksek Kapasite (2.5K),6.66 USD 265.12 TL,6.66,2500,100,10,15014,"SAMSUNG MLT-D105L: ML1910, ML1915, ML2525, ML2540, ML2545, ML2580, SCX4600, SCX4623, SF650"
SAMSUNG MLT-D105S (1.5K),6.20 USD 246.81 TL,6.20,1500,40,2,15066,"SAMSUNG MLT-D105S: ML1910, ML1915, ML2525, ML2540, ML2545, ML2580, SCX4600, SCX4623, SF650"
SAMSUNG MLT-D108S (1.5K),6.84 USD 272.29 TL,6.84,1500,5,1,15068,"SAMSUNG MLT-D108S: ML1640, ML2240"
SAMSUNG MLT-D109S (2K),7.78 USD 309.71 TL,7.78,2000,30,1,15052,"SAMSUNG MLT-D109S: ML2440, SCX4300"
SAMSUNG MLT-D111L Yüksek Kapasite (1.8K),5.66 USD 225.31 TL,5.66,1800,100,100,15097,"SAMSUNG MLT-D111L: M2020, M2021, M2022, M2026, M2070, M2071"
SAMSUNG MLT-D111S (1K),4.79 USD 190.68 TL,4.79,1000,100,20,12766,"SAMSUNG MLT-D111S: M2020, M2021, M2022, M2026, M2070, M2071"
SAMSUNG MLT-D115L Yüksek Kapasite (3K),8.70 USD 346.33 TL,8.70,3000,100,2,11594,"SAMSUNG MLT-D115L: M2620, M2670, M2820, M2830, M2870, M2880"
SAMSUNG MLT-D116L Yüksek Kapasite (3K),4.72 USD 187.89 TL,4.72,3000,100,6,15098,"SAMSUNG MLT-D116L: M2625, M2675, M2676, M2825, M2826, M2835, M2875, M2876, M2885"
SAMSUNG MLT-D116S (1.2K),4.31 USD 171.57 TL,4.31,1200,20,7,11538,"SAMSUNG MLT-D116S: M2625, M2675, M2676, M2825, M2826, M2835, M2875, M2876, M2885"
SAMSUNG MLT-D117S (2.5K),8.39 USD 333.99 TL,8.39,2500,20,0,15044,"SAMSUNG MLT-D117S: SCX4650, SCX4652, SCX4655"
SAMSUNG MLT-D201L (20K),15.56 USD 619.41 TL,15.56,20000,10,0,12585,"SAMSUNG MLT-D201L: M4030, M4080"
SAMSUNG MLT-D201S (10K),15.11 USD 601.50 TL,15.11,10000,10,0,12584,"SAMSUNG MLT-D201S: M4030, M4080"
SAMSUNG MLT-D203E (10K),12.39 USD 493.22 TL,12.39,10000,50,0,12586,"SAMSUNG MLT-D203E: M3820, M3870, M4020, M4070, M4072"
SAMSUNG MLT-D203L (5K),8.45 USD 336.38 TL,8.45,5000,100,2,15181,"SAMSUNG MLT-D203L: M3320, M3370, M3820, M3870, M4020, M4070, M4072"
SAMSUNG MLT-D203U Yüksek Kapasite (15K),11.06 USD 440.28 TL,11.06,15000,100,3,11797,"SAMSUNG MLT-D203U: M4020, M4070, M4072"
SAMSUNG MLT-D204E Yüksek Kapasite (10K),8.20 USD 326.43 TL,8.20,10000,100,1,12778,"SAMSUNG MLT-D204E: M3825, M3875, M4025, M4075"
SAMSUNG MLT-D204L (5K),7.43 USD 295.77 TL,7.43,5000,100,2,12777,"SAMSUNG MLTD204L: M3325, M3375, M3825, M3875, M4025, M4075"
SAMSUNG MLT-D204S (3K),7.30 USD 290.60 TL,7.30,3000,100,2,11796,"SAMSUNG MLT-D204S: M3325, M3375, M3825, M3875, M4025, M4075"
SAMSUNG MLT-D204U Extra Yüksek Kapasite (15K),8.65 USD 344.34 TL,8.65,15000,100,0,11558,"SAMSUNG MLT-D204U: M4025, M4075"
SAMSUNG MLT-D205E Yüksek Kapasite (10K),9.94 USD 395.69 TL,9.94,10000,100,10,11576,"SAMSUNG MLT-D205E: ML3710, ML3712, SCX5637, SCX5639, SCX5737, SCX5739"
SAMSUNG MLT-D205L (5K),9.07 USD 361.06 TL,09.07,5000,100,9,11423,"SAMSUNG MLT-D205L: ML3310, ML3312, ML3710, ML3712, SCX4833, SCX4835, SCX5637, SCX5639, SCX5737, SCX5739"
SAMSUNG MLT-D208L Yüksek Kapasite (10K),8.82 USD 351.11 TL,8.82,10000,10,1,15029,"SAMSUNG MLT-D208L: SCX5635, SCX5835"
SAMSUNG MLT-D209L Yüksek Kapasite (5K),8.45 USD 336.38 TL,8.45,5000,100,4,11344,"SAMSUNG MLT-D209L: ML2855, SCX4824, SCX4825, SCX4826, SCX4828"
SAMSUNG MLT-D303E Yüksek Kapasite (40K),"37.78 USD 1,503.95 TL",37.78,40000,10,0,17358,"SAMSUNG MLT-D303E: SL-M4560, SL-M4580"
SAMSUNG MLT-D304E Yüksek Kapasite (40K),22.22 USD 884.54 TL,22.22,40000,0,0,15080,"SAMSUNG MLT-D304E: M4530, M4583"
SAMSUNG MLT-D304L (20K),22.11 USD 880.16 TL,22.11,20000,10,0,15081,"SAMSUNG MLT-D304L: M4530, M4583"
SAMSUNG MLT-D309L Yüksek Kapasite (30K),"42.75 USD 1,701.80 TL",42.75,30000,5,0,11552,"SAMSUNG MLT-D309L: ML5510, ML5512, ML5515, ML6510, ML6512, ML6515"
SAMSUNG MLT-D309S (10K),"29.90 USD 1,190.26 TL",29.90,10000,5,0,15138,"SAMSUNG MLT-D309S: ML5510, ML5512, ML5515, ML6510, ML6512, ML6515"
SAMSUNG MLT-D358S (30K),"40.00 USD 1,592.32 TL",40.00,30000,8,0,14863,"SAMSUNG MLT-D358S: MultiXpress M4370, M5360, M5370"
SAMSUNG MLT-D704S (25K),"28.89 USD 1,150.06 TL",28.89,30000,9,2,12704,"SAMSUNG MLT-D704S: SL-K3250, SL-K3300"
SAMSUNG MLT-D707L (10K),9.99 USD 397.68 TL,9.99,10000,20,0,12705,SAMSUNG MLT-D707L: SL-K2200
SAMSUNG MLT-D708L (35K),"50.84 USD 2,023.84 TL",50.84,35000,0,0,14864,"SAMSUNG MLT-D708L: MultiXpress K4250, K4300, K4350"
SAMSUNG MLT-D709S (25K),"27.72 USD 1,103.48 TL",27.72,25000,100,0,11660,"SAMSUNG MLT-D709S: SCX8123, SCX8128"
SAMSUNG MLT-R116 Drum Unit (9K),4.54 USD 180.73 TL,4.54,9000,100,2,11524,"SAMSUNG MLT-R116: M2625, M2675, M2676, M2825, M2826, M2835, M2875, M2876, M2885; XEROX 106R04347: B205, B210, B215"
SAMSUNG MLT-R204 Drum Unit (30K),5.79 USD 230.49 TL,5.79,30000,100,2,11560,"SAMSUNG MLT-R204: M3325, M3375, M3825, M3875, M4025, M4075"
SAMSUNG SCX-6320D8 (8K),19.17 USD 763.12 TL,19.17,8000,10,0,15072,"SAMSUNG SCX-6320D8: SCX6120, SCX6122, SCX6220, SCX6320, SCX6322, SCX6520"
SAMSUNG SCX-D4725A (3K),9.17 USD 365.04 TL,9.17,3000,1,1,15235,SAMSUNG SCX-D4725A: SCX4725
